solute_smiles,solvent_smiles
Cc1cc(O)ccc1N=Nc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc2ccc3cccc4ccc(c1)c2c34,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)CCC(=O)NNC(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[S](=O)(=O)c1cccc2c1cccc2[S](Cl)(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C(OCOC(=O)c1ccccc1)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)CCCCCCCC(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cc2cccc(c2c(c1)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)/N=N/c2ccc(cc2)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1c(c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c1[nH]2)/C(=C5C)CC)C)CC)C(=C3C)CC)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
NC(=O)C(O)c1ccccc1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N#Cc1c2ccccc2c(C#N)c3ccccc13,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(c(C)c1)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(=CC=Cc1ccccc1)C=Cc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(N=Nc2ccccc2)c(O)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(C(O)=O)c1ccc(Cl)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC\C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC\C=C\C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
ON=C1C(=O)C=Cc2ccccc12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1c2ccccc2c3c4c1cccc4c5cccc6C(=O)c7ccccc7c3c56,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCC(C)=NNC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(C#CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@H]1OC=C2C(=C(C(O)=O)C(=O)C(=C2[C@@H]1C)C)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C(C(C(=O)c1ccccc1)C(=O)c2ccccc2)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC1=CC(N=Nc2ccccc2O)(C(O)C=C1)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCC(O)C(O)CCCCCCCC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1Cc2cccc3cccc1c23,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(Cl)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(=O)C(=O)OCC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C(=O)C(=O)N(C)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCc1ccc(O)cc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc5ccc(/N=C(Nc1ccc(C)cc1)/N(c2ccc(C)cc2)c4nc3cc(C)ccc3[nH]4)cc5,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)/N=N/c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1c2cccc3cccc(c23)C1=C4C(=O)c5cccc6cccc4c56,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Nc1ccccc1[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC(CCC)=NNC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2cc3c(ccc4ccccc34)cc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)/N=N/c2cc(cc(c2O)Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc(ccc1c2ccccc2)c3ccc(c(OC)c3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
BrC1C(OC(=O)C1=O)c2ccc(Br)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(O)cc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1c(O)cc(C)cc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC1(CC)C(=O)NC(=O)NC1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)C(c3ccccc23)C4(C5c6ccccc6c7ccccc57)c8ccccc8c9ccccc49,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)Nc1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc2OC[C@H]3Oc4c(CC=C(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1cccc(O)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc3c(c1)nc(Nc2ccccc2)n3/C(=N\c4ccccc4)Nc5ccccc5,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1OC(C)OC(C)OC(C)O1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(Cc2ccc(cc2)[N+]([O-])=O)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC1(NC(=O)N(C)C1=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1(ccccc1)C(C#N)=N(=O)c2ccc(C)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC\C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC/C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)c1cccc(c1)N=Nc2cc(C)c(O)cc2C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(=NNc1c(Br)cc(Br)cc1Br)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1cc(O)c(C)cc1N=Nc2cccc(c2)C(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCC(CC)(CC)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)C1c2ccccc2Cc3ccccc13,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cccc(C)c1C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1cc(O)ccc1N=Nc2cccc(c2)C(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(CC)(Cc1ccc(C)cc1)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
S1C(SC(SC1c2ccccc2)c3ccccc3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCC/C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCC=CC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1c(Br)cccc1Br,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(NN=Cc2cccc(Br)c2)c(c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=[S](Cc1ccccc1)Cc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(CCC)(c1ccccc1)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1c2ccccc2c3cccc4cccc1c34,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(NC(=Nc2ccc(C)cc2)n3c(Nc4ccc(C)cc4)nc5cc(C)ccc35)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[S](=O)(=O)c1cc2c(cccc2[S](Cl)(=O)=O)c(c1)[S](Cl)(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Nc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OOC1(c2ccccc2)c3ccccc3C(OO)(c4ccccc4)c5ccccc15,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)C(=O)N(O)c2ccc(Cl)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)N=Nc2ccccc2[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COC(=O)c1ccc(cc1)C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)(C)c1ccc(O)c(c1)N=Nc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O[C@H]([C@@H](O)c1ccccc1)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc2C(=O)c3ccccc3c4c2c1c5c(C)ccc6C(=O)c7ccccc7c4c56,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1cccc(O)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N[C@@H](CO)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccccc1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(O)c(c1)C(C)(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[S](=O)(=O)c1ccc2cc(cc(c2c1)[S](Cl)(=O)=O)[S](Cl)(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOCN1C(=O)c2ccccc2C1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@H](O)[C@H](NC(=O)c1ccccc1)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccccc1[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)C2CCC1(C)C(=O)C2C(=O)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)CC1OC(OC1=O)C(Cl)(Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(C(O)=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
ClC(c1ccccc1)(c2ccccc2)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(Nc2[nH]c3ccc(C)cc3n2)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Nc1ccc2c(Cc3cc(Cl)ccc23)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)\C=C\C=C\c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cc(c(\C=C\c2ccccc2)c(c1)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCCCCCCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=N(=O)/C(N(=O)=O)=S/1CCCC1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c2ccccc2c(C)c3ccccc13,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2C3C4c5ccccc5C(C(c2c1)c6ccccc36)c7ccccc47,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(=CC(O)=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1cc(O)ccc1N=Nc2ccc(cc2)C(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=c5c1ccccc1c6c2ccccc2c7c(=O)c3ccccc3c8c4ccccc4c5c6c78,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(=NNc1ccccc1OC)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCCCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C\C=C(\C)C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C\C=C(/C)C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(CCl)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
BrC(SC#N)C(Br)SC#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccccc1C(=O)N=[N+]=[N-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccccc1\C=C\C(=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)C(=S)SSC(=S)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)N(c2ccc(C)cc2)c3cccc(C)c3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCC(=O)N1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
NC(=O)C(O)c1ccc(Cl)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
ClC(Cl)(Cl)SN1C(=O)[C@H]2CC=CC[C@H]2C1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc2C[C@@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@H]5Oc1c2[C@]45CCN3C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N#CSCCSC#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(CCC)(C(=O)NO)C1CCCCC1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cccc(c1)N=Nc2ccc(O)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C(=O)NC(=O)NC1=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cccc(n1)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1cccc(Cl)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(Cc2ccccc2O)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)CCCC(=O)NNC(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)CCCCCCCCCC(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(c1ccccc1)(c2ccccc2)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)c1ccc(C)cc1NC(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
ClCc1c(Br)cc(Br)cc1Br,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cccc(c1)C(=O)N=[N+]=[N-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1cccc2cccnc12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N#CC(=NNc1ccccc1)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Clc1nc(Cl)nc(Cl)n1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)C=C2CCCC(=Cc3ccc(O)cc3)C2=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc2OC[C@H]3Oc4c(CCC(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N#CSC=CSC#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)N=Nc2ccc(Cl)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccccc1Cc2ccccc2O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C\1C=Cc2ccccc2C1=N/Nc3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccc(Cl)cc1Nc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC/C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC\C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2cc3ccccc3cc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Clc1ccc(cc1)C(=O)OC(=O)c2ccc(Cl)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC\C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC\C=C\C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C(C=[P](c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(C)c(O)c(c1)N=Nc2ccc(cc2)C(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1c(c(cc(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCCCCCCCCCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(O)c(c1)N=Nc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COC1=CC(=O)C(=C2OC(=CC=C12)c3ccccc3)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(=CC=CC=Cc1ccccc1)C=CC=Cc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COCN1C(=O)c2ccccc2C1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)c1cccc(c1)N=Nc2cc(ccc2O)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(C)(C)c1ccc(O)c(c1)N=Nc2ccc(cc2)C(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
BrC(c1ccccc1)(c2ccccc2)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc(c(c(c1OC)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)N=Nc2cccc(Cl)c2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC1(N(CCBr)C(=O)c2ccccc12)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
NC(=O)C(O)c1cccc(Cl)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCCCCCCCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)CC(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC2(C)COP(=O)(NCCNP1(=O)OCC(C)(C)CO1)OC2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O/N=C(/c1ccccc1)C(=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCC(C)(C)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
