solute_smiles,solvent_smiles
O=C(OCC(C)C)[C@@H](O)[C@H](O)C(=O)OCC(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C(c1ccccc1)c2cccc3c(cccc23)C(=O)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC(CC)CC(CC)(CC)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(=NNc1cccc(Br)c1)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1C2CC3CC1CC(C2)C3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCC(CC)=NNC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[P](Cl)(Cl)=N[S](=O)(=O)c1ccc2ccccc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCc2c1[nH]c3ccccc23,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[P]1(=N[P](=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C\C(=C/C(O)=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C\C(=C\C(O)=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)C2CC[C@@]1(C)C(=O)\C2=C(/O)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)\C=C\c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[N-]=[N+]=NC(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(=O)NNC(=O)CCCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)N=Nc2ccc(O)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(c2c1cccc2[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCC=CC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Clc1ccc2c3ccccc3C(=O)c4cccc1c24,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O[C@H]1C=Cc2ccccc2[C@@H]1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC1=C(CCCC2CCCCC2)C(=O)c3ccccc3C1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCCCC(=O)CCCCC(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(O)cc(O)c1C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC1(CCC)C(=O)NC(=O)NC1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cccc2ccccc12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Nc1ccc2c(Cc3cc(Br)ccc23)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)\C=C(/C)NC(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)/C=C(/C)NC(C)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1cccc(c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)Nc1ccc(O)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(C(O)=O)c1cccc(Cl)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccccn1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C)(CO)CO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[C@H]1[C@H](Cl)[C@@H](Cl)c2ccccc2[C@@H]1Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CSCC12CSCC(C1)C(=CC2=O)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)C(=O)C=Cc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OOC(=O)c1ccc(Cl)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC\C(=C/C(O)=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC\C(=C\C(O)=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Brc1ccc(Br)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCC(CCCC)(CCCC)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)c3c4cccc5cccc(c45)c6c7ccccc7c8c9cccc%10cccc(c9%10)c2c8c36,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N#C/C(c1ccccc1)=N(=O)/c2cccc(Cl)c2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCCCCC(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccc(Br)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(N/N=C/c2ccc(I)cc2)c(c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Nc1ccc(cc1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCC\C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCC/C=C/C(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(Oc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COC1=C(C)C(=O)C=C2OC(=CC=C12)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)C(O)(CCl)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC[C@]1(NC(=O)NC1=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)[C@@H]1c2ccccc2[C@@H](C(=O)c3ccccc3)c4ccccc14,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)c1ccc(NC(C)=O)cc1C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[nH]1c2ccccc2c3ccccc13,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(C)cc(c1)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)OCCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)N=Nc2ccccc2Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)c1ccc(cc1)C(=Nc2ccc(N)cc2)c3ccc(cc3)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC1CCCCC1OC(=O)c2ccccc2C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1Cl)N=Nc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccccc1C(/C)=C\C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ncc(n1CCO)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1ccc(O)cc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@@H](C(O)=O)c1cccc2ccccc12,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCC(CCC)(CCC)C(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1cccc(Br)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccccc1N=Nc2ccc(O)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)\C=C/C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)ccc3c4ccccc4ccc23,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(cc1)N=Nc2ccc(O)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
N1c2ccccc2Sc3ccccc13,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN1C(=O)CC(C1=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1cccc(O)c1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCC=NNC(N)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCCCCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C(c1ccccc1)C(=O)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](c1ccccc1)=C(C#N)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
ClCCN(CCCl)c1ccc2ccccc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)c1ccc(cc1)C(=NC(=O)c2ccccc2)c3ccc(cc3)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(C=CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCCCCCCCC(=O)NO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Nc1cccc(c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c2ccc(cc2)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccc(Cl)cc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccccc1Br,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOC(=O)C(=NNc1ccccc1[N+]([O-])=O)C#N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1(ccc(cc1)/C(=C\C(=O)O)/C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)C(/C)=C/C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cc(c(C(=O)N=[N+]=[N-])c(c1)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
O=C1CCCCCCCN1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1c2ccccc2c3c1c4c(Cc5ccccc45)c6c3Cc7ccccc67,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccccc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(ccc1O)N=Nc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOc1ccc2nc3cc(ccc3c(Cl)c2c1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OCCSCCO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)c1ccc(cc1)c2ccc(cc2)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Oc1ccc(cc1)C=C2CCC(=Cc3ccc(O)cc3)C2=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCCCCC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1cc(nc2ccccc12)c3ccccc3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c(C)c(C)c(C)c(C)c1C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)c1c2ccccc2c(c3ccccc3)c4c(c5ccccc5)c6ccccc6c(c7ccccc7)c14,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cl[S](=O)(=O)c1ccc2c(c1)cc(cc2[S](Cl)(=O)=O)[S](Cl)(=O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(C)c(c1[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)/C=C/c1occc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC(=O)C=Cc1occc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)cccc2c3cccc4ccccc34,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(C=CC=Cc1ccccc1)=CC=Cc2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC(C(O)=O)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(c(C)c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1=C(C(=CC2=C1OCCC2(C(=O)C3=CC=C4C(=C3O[H])C[C@@H](O4)C(C)C)[H])OC)OC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc(cc1)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCCc1c(O)cc(C)cc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COC(C)C(NC(=O)c1ccccc1)C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1c(O)cccc1O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)c2ccccc2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
[O-][N+](=O)c1cccc2c1cccc2[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
OC[P]1(=O)Oc2ccccc2c3ccccc13,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(cc1OC)C(=O)N2CCN(CC2)c3ccc4NC(=O)CCc4c3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccc2[nH]c(Nc3ccccc3)nc2c1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1ccccc1C(O)=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)c1ccc(cc1)C(=Nc2ccccc2N)c3ccc(cc3)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)c1CCN3C[C@@H]4CC[C@@H]([C@@H]([C@H]4C[C@H]3c1[nH]2)C(=O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(C)c1ccc(cc1)N=C=Nc1ccc(cc1)N(C)C,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C(c1c(c(cc(c1O)Cl)Cl)Cl)c1c(c(cc(c1O)Cl)Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc2c(c1)cc(C(=O)O)c(=O)o2,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1ccc(cc1)C(c1ccccc1)(c1ccccc1)SCCC(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc2C(c3cc(cc(c3C(=O)c2c(c1)O)O)CO)C1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(cc(c1)[N+](=O)[O-])C(=O)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCC(C)C(C(=O)O)N,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[n+]1ccc2cc(c(cc2c1Cc1ccc(c(c1)OC)OC)OC)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCCC(=O)NCCNC(=O)CCC,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C=C(C)C1CC(=O)C(C)C(=O)C1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1cc(ccc1N)S(=O)(=O)NC(CO)(CO)CO,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
COc1ccc(c(c1)OC)N=Cc1ccc(cc1)c1ccccc1,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
c1c(cc(c(c1Cl)OP(=O)(O)Oc1c(cc(cc1Cl)Cl)Cl)Cl)Cl,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C[C@H]([C@@H](C(=O)O)N)O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
C1=CC(=O)C=CC1=O,CCN1C=C[N+](C)C1.CCS([O-])(=O)(=O)
